country_code,country_name,gdp_pc_ppp,life_exp,internet_pct,urban_pct,education_spend_pct,fdi_pct
TLA,Latin America & the Caribbean (IDA & IBRD countries),19256.4973758813,74.5684293540859,77.3,80.8195255101746,3.83975005149841,3.47370175296876
TLS,Timor-Leste,5348.49200064987,67.368,,28.5857292288968,,1.67248575304862
TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",9800.72244713619,70.965432550888,53.8,51.925275557204,,0.857283524810093
TON,Tonga,6810.60970632543,72.635,61.60739899,21.147219451842,5.31016278046634,0.523176247933185
TSA,South Asia (IDA & IBRD),8522.02555266368,72.0115731308447,54.2,34.8137520955194,3.09202235990416,1.35427437156322
TSS,Sub-Saharan Africa (IDA & IBRD countries),4796.06641542137,61.8572731122839,31.1,43.1554770877868,3.0972642678305,1.601585993195
TTO,Trinidad and Tobago,30784.1112580356,73.331,81.69760132,53.9474037904998,2.81801009178162,4.1369722626234
TUN,Tunisia,12712.22345453,76.05,,69.707138648303,6.8049896073928,1.43159199894021
TUR,Turkiye,33520.8111384208,77.591,83.43716576,89.0381164550781,3.09571003913879,1.48839623728753
TUV,Tuvalu,5498.18455447209,66.852,,63.3065768081154,13.7621912480198,0.337639353401454
TZA,Tanzania,3546.98095703125,66.879,26.86059952,34.8234736377147,3.2382450375764,1.89781100360764
UGA,Uganda,2724.90609568409,67.675,9.636899948,29.9251969709665,2.56105027176925,6.48067616265599
UKR,Ukraine,13787.12109375,72.658,80.47429657,69.42345912103,,0.136428578229067
UMC,Upper middle income,20094.8379948072,76.0089594269564,82.7,68.9205465422319,3.59546935615519,1.58070794354163
URY,Uruguay,30804.7032775797,76.468,89.87304314,95.4977416992188,4.4795298576355,12.4804063396028
USA,United States,72679.2575396348,77.4341463414634,92.72850037,80.0324978239707,,1.62816817042838
UZB,Uzbekistan,9607.56167273449,72.147,83.90000012,50.9847412109375,5.23477171022152,2.94947448385164
VCT,St. Vincent and the Grenadines,16835.023514541,71.191,74.75479889,47.585897833353,7.07575034584772,6.59514716509223
VEN,"Venezuela, RB",,72.566,75.82180023,89.2132204732836,,2.63893280227629
VGB,British Virgin Islands,,77.177,,54.795911692548,2.48401807300907,
VIR,Virgin Islands (U.S.),46479.2996685326,80.319512195122,,95.2171514724412,,
VNM,Viet Nam,12979.7639049934,74.502,78.58999918,37.5478515625,2.88738689372749,4.32947308910883
VUT,Vanuatu,3222.83595459346,71.302,,22.2541249733107,10.7033456499063,1.01371235156553
WLD,World,20409.442097194,72.9675581482237,67.0,57.0703302851395,3.86129930773508,1.86511043214883
WSM,Samoa,6449.36505263744,71.55,,17.5007949951039,6.15978780645853,0.539647016745273
XKX,Kosovo,13022.4627441502,77.623,,47.8001996538455,,8.1685714094263
YEM,"Yemen, Rep.",,67.952,,36.3226310308295,,
ZAF,South Africa,13767.4967589936,65.454,78.29319763,63.4766699210327,6.15599012374878,2.26670277731613
ZMB,Zambia,3585.12379084347,65.279,15.0,44.5988511178469,3.65884092023983,-0.223286755156161
ZWE,Zimbabwe,5036.76136109489,62.36,36.25650024,38.7055207169041,,0.826254039449821
