country_code,country_name,year,ladder,log_gdp,social_support,life_exp_healthy,freedom,generosity,corruption,gdp_pc_ppp,life_exp,internet_pct,urban_pct,education_spend_pct,fdi_pct
GMB,Gambia,2023,4.279399871826172,7.6478166580200195,0.5842756032943726,57.900001525878906,0.5964681506156921,0.3642035126686096,0.8826649188995361,2863.18049829859,64.859,48.22539902,63.2869880996278,2.89168744551701,10.4995860985808
MLI,Mali,2023,4.197800159454346,7.655168056488037,0.5934811234474182,55.40291976928711,0.7128318548202515,-0.0282113049179315,0.8460237383842468,2813.81095962843,60.035,35.19919968,30.4015705681899,4.04512227529275,3.17422530916772
EGY,Egypt,2023,4.170499801635742,9.366826057434082,0.726098895072937,63.50303649902344,0.732426106929779,-0.1829059422016143,0.5802462100982666,16360.3907750364,71.01,72.19806556,42.6325129008032,,2.39118080969079
TGO,Togo,2023,4.137400150299072,7.673266410827637,0.5953555107116699,57.44898223876953,0.6574302911758423,0.0240082331001758,0.7398090958595276,2739.68813234711,62.292,35.60749817,42.7332327975627,3.77811083266775,-2.00429827129667
JOR,Jordan,2023,4.119800090789795,9.13038158416748,0.7292184233665466,67.5999984741211,0.7701277136802673,-0.1498849242925644,0.6872015595436096,9266.57538251337,77.088,90.4999984,92.4048379066163,3.15300011634827,1.97382535440765
ETH,Ethiopia,2023,4.09060001373291,7.738730430603027,0.7824801206588745,60.69827651977539,0.7202762365341187,0.2733151912689209,0.7886511087417603,2655.59276743729,66.897,17.9836998,22.7367687225342,3.73649512188829,2.9803331590978
LBR,Liberia,2023,4.042300224304199,7.27675199508667,0.5963802337646484,56.70000076293945,0.7352649569511414,0.1543213427066803,0.8300513029098511,1578.99837069175,61.934,30.38010025,54.4591057083,2.2760960068702,3.09332516183889
IND,India,2023,4.035799980163574,8.758988380432129,0.6082374453544617,60.77688217163086,0.896719217300415,0.0717499554157257,0.7735828757286072,8594.39190499879,71.698,55.9,34.7555673994206,4.09865814174589,1.49248825904
MDG,Madagascar,2023,4.019100189208984,7.290209770202637,0.6498976349830627,58.04999923706055,0.5218921303749084,0.0754376798868179,0.7418231964111328,1602.71368352337,63.068,17.81170082,31.5397813465886,3.06772823003204,3.05272592480357
ZMB,Zambia,2023,3.982199907302856,8.073851585388184,0.6935360431671143,55.03213882446289,0.7908714413642883,0.0983889028429985,0.8175567388534546,3585.12379084347,65.279,15.0,44.5988511178469,3.65884092023983,-0.223286755156161
TZA,Tanzania,2023,3.69379997253418,7.857411861419678,0.652874767780304,59.401485443115234,0.8379266262054443,0.1819900274276733,0.5538731813430786,3546.98095703125,66.879,26.86059952,34.8234736377147,3.2382450375764,1.89781100360764
COM,Comoros,2023,3.5452001094818115,8.074591636657715,0.470725268125534,59.42499923706055,0.4698722958564758,-0.0142812309786677,0.7269982695579529,3399.27830776976,66.481,31.37409973,32.7746035528748,2.43164424110924,0.337727307705265
MWI,Malawi,2023,3.495199918746948,7.301522731781006,0.5307964086532593,58.475345611572266,0.7500357627868652,0.0051932921633124,0.748948872089386,1659.95933825168,66.037,16.84830093,16.7146031979436,2.74888371105811,1.5988861608404
BWA,Botswana,2023,3.43530011177063,9.629345893859863,0.753311276435852,54.72499847412109,0.7422487139701843,-0.2146205604076385,0.830392062664032,18647.3734588832,68.749,57.9,66.5889787170477,,3.49204705165089
COD,Congo (Kinshasa),2023,3.207200050354004,7.00667142868042,0.6516097784042358,55.375,0.6637976765632629,0.0859979018568992,0.833751916885376,1484.33841881449,60.979,17.99620056,44.003287663813,2.84466514463005,2.00131622839817
ZWE,Zimbabwe,2023,3.2035000324249268,7.640997886657715,0.6899175047874451,54.04988861083984,0.6540554761886597,-0.0462302304804325,0.7655823230743408,5036.76136109489,62.36,36.25650024,38.7055207169041,,0.826254039449821
SLE,Sierra Leone,2023,3.13759994506836,7.394014358520508,0.5552510619163513,54.89985275268555,0.6603673100471497,0.1049290895462036,0.8577796816825867,2934.73326430435,61.275,21.50880051,44.2666343543487,4.90762996673584,2.03619504430889
LBN,Lebanon,2023,2.392199993133545,9.47767734527588,0.5297536849975586,66.14881896972656,0.4739002883434295,-0.1409149914979934,0.8911038637161255,11474.7505845558,78.003,81.46479797,90.206313713022,1.33151427628711,2.50966160641735
AFG,Afghanistan,2023,1.8589999675750728,7.324032306671143,0.3413406312465668,54.71240997314453,0.381641685962677,-0.0810111239552497,0.8472148180007935,1981.71016810561,65.617,15.86629963,25.3939250580909,,
