country_code,country_name,year,ladder,log_gdp,social_support,life_exp_healthy,freedom,generosity,corruption,gdp_pc_ppp,life_exp,internet_pct,urban_pct,education_spend_pct,fdi_pct
PAN,Panama,2023,6.264500141143799,10.305059432983398,0.8963010907173157,68.95027160644531,0.8550963401794434,-0.1333904266357422,0.8782973885536194,33915.1526066674,79.324,67.2838974,65.8211343914956,3.37781000137329,3.2250848191713
POL,Poland,2023,6.259699821472168,10.45294189453125,0.9250565767288208,69.04891967773438,0.7654918432235718,-0.0309511870145797,0.7355665564537048,43405.0215797441,77.1560975609756,86.94113479,59.8315488048321,4.31372976303101,6.00626096603428
NIC,Nicaragua,2023,6.258800029754639,8.617688179016113,0.8528122305870056,65.64956665039062,0.8774302005767822,0.0209305360913276,0.6250089406967163,7277.82264804562,74.463,59.38000107,58.9954376220703,3.80001496174069,8.23239650343154
LVA,Latvia,2023,6.212699890136719,10.370321273803713,0.9371284246444702,66.4003677368164,0.8176073431968689,-0.0555824823677539,0.8302519917488098,37718.7097958367,74.2780487804878,91.03009059,68.2570218109034,4.3196702003479,3.20337891789771
BHR,Bahrain,2023,6.173200130462647,10.775781631469728,0.8438454270362854,65.82499694824219,0.9439725875854492,0.1170251443982124,0.736698567867279,57572.997981018,80.992,100.0,100.0,1.71192127094005,4.20018456310523
GTM,Guatemala,2023,6.150300025939941,9.11570930480957,0.8117339015007019,62.900001525878906,0.8559675216674805,-0.0572603940963745,0.8365757465362549,12147.9309684074,71.206,54.40430069,55.2581228215265,3.20787000656128,1.51615526851124
KAZ,Kazakhstan,2023,6.143899917602539,10.16606616973877,0.9314469695091248,65.8017349243164,0.8532366156578064,-0.0004826637741643,0.7214602828025818,33506.2614893237,73.503,92.29685266,61.444157327248,4.36185360851405,2.25355434978679
SRB,Serbia,2023,6.143599987030029,9.85398006439209,0.8730476498603821,67.08761596679688,0.8450360298156738,0.203995332121849,0.816429853439331,24651.9500494588,75.2365853658537,83.53825397,61.9013813540396,3.08255004882812,6.90354140371273
CYP,Cyprus,2023,6.130000114440918,10.6112060546875,0.8260807394981384,72.80194091796875,0.7238736748695374,-0.0600265711545944,0.8597859740257263,50623.796875,80.434,89.60099194,66.6694829407584,4.74210977554321,0.172623612662826
JPN,Japan,2023,6.129000186920166,10.615657806396484,0.8941164612770081,74.3494644165039,0.7994951009750366,-0.2369365394115448,0.6399160623550415,44972.3438362201,83.9963414634146,84.92343147,91.9776532428406,,1.12971840820326
HRV,Croatia,2023,6.125,10.340739250183104,0.9171806573867798,68.94998168945312,0.7571233510971069,-0.0926464051008224,0.9252828359603882,39864.0100879958,77.5756097560976,82.07155532,56.9977571733605,,5.51626974323097
BRA,Brazil,2023,6.124599933624268,9.58218765258789,0.836276650428772,65.74871063232422,0.8013285398483276,-0.0093699628487229,0.7376851439476013,18554.0461828519,74.872,80.52775094,87.349556243881,5.61920976638794,3.86803201499441
